candidate,group,round,slot,candidate_type,status,search_der_percent,holdout_der_percent,reduction_pp,relative_reduction_percent,changed_fields,source_workspace,model_artifact,holdout_workspace,status_artifact
A-r1-i1,A,1,1,arch,success,12.86875,9.433333333333332,-0.18500000000000183,-2.0003604253018765,"[""arch_config.dropout"", ""source.diarizen/pipelines/inference.py"", ""source.diarizen/sure_candidate.py"", ""training.learning_rate_wavlm"", ""training.learning_rate_network"", ""training.candidate_options""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_0_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/118869df34484a17284b204ee2d3a8ed8da41092a19bc5c94a9738ef54cf272b/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_0/run/workspace/exp_3_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_0_improve/artifacts/candidate_status.json
A-r1-i2,A,1,2,inference,artifact_guard_failed,,,,,"{""inference"": [""segmentation_step""]}",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_1_improve,,,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_1_improve/artifacts/candidate_status.json
A-r1-i3,A,1,3,arch,success,13.459999999999999,9.274166666666666,-0.02583333333333604,-0.27932960893857683,"[""arch_config.use_posi"", ""source.diarizen/pipelines/inference.py""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_2_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/2fc5c1bc7930f54ee887e555ed798eb57785f4b4667fdf3c6b5052bcbeafd4b9/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_3/run/workspace/exp_4_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_2_improve/artifacts/candidate_status.json
A-r1-i4,A,1,4,fine_tune,artifact_guard_failed,,,,,"[""diarizen/sure_candidate.py:training_loss (new hook; the only file edited in the workspace source)"", ""training.candidate_options.overlap_weight (new entry, value 2.0)""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_3_improve,,,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_3_improve/artifacts/candidate_status.json
A-r2-i1,A,2,1,fine_tune,success,13.09875,9.459999999999997,-0.21166666666666695,-2.288700666786812,"[""training.learning_rate_wavlm""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_5_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/20640c0f4154f462a83386089c2202d47c8d93880c56250e6beccdf983c9ad17/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_4/run/workspace/exp_5_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_5_improve/artifacts/candidate_status.json
A-r2-i2,A,2,2,fine_tune,success,13.4,10.3525,-1.1041666666666685,-11.939088123986329,"[""source.diarizen/pipelines/inference.py"", ""source.diarizen/sure_candidate.py"", ""training.candidate_options""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_6_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/751881df71899783890e9a260bbb1ffce7857d86266bdad4a159bc63d04788a6/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_5/run/workspace/exp_6_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_6_improve/artifacts/candidate_status.json
A-r2-i3,A,2,3,arch,success,12.9025,9.121666666666666,0.1266666666666652,1.3696161470535078,"[""arch_config.num_layer"", ""source.diarizen/pipelines/inference.py"", ""source.diarizen/sure_candidate.py""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_7_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/96e93fabf29e722e06717d0136e1fed7b60f8dfe92d87c111d42e7a5a6a33b0b/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_0/run/workspace/exp_7_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_7_improve/artifacts/candidate_status.json
A-r2-i4,A,2,4,inference,success,15.06625,10.233333333333333,-0.9850000000000012,-10.650567669850439,"[""inference.ahc_threshold""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_8_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/8bfb6ab91d7293fe9a3c5b74d70fb5199976566f41a2ee57cb09b10d05942a90/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_1/run/workspace/exp_8_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_8_improve/artifacts/candidate_status.json
A-r3-i1,A,3,1,inference,success,8.93375,11.160833333333334,-1.9125000000000045,-20.679401693998972,"[""inference.ahc_threshold""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_10_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/a0847463f81b7dc6d4a1c75db3405678fabaf8d7add88f939b5aa01669764b95/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_2/run/workspace/exp_9_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_10_improve/artifacts/candidate_status.json
A-r3-i2,A,3,2,fine_tune,success,13.722500000000002,10.520833333333334,-1.2725000000000029,-13.7592358983601,"[""source.diarizen/pipelines/inference.py"", ""source.diarizen/sure_candidate.py"", ""training.freeze_wavlm""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_11_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/b0b87b5fcd68544d099c726db61188006d2eed1ed6dc1c0adf30383b0d2bc101/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_3/run/workspace/exp_10_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_11_improve/artifacts/candidate_status.json
A-r3-i3,A,3,3,arch,success,13.12625,9.686666666666667,-0.4383333333333364,-4.739592719408938,"[""architecture.num_layer"", ""architecture.dropout""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_12_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/1604b8ed6ea84bd7cf6026d0007702ecea453f2070cd54fa93ddcee34d1487bb/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_4/run/workspace/exp_11_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_12_improve/artifacts/candidate_status.json
A-r3-i4,A,3,4,inference,success,8.9025,9.894166666666665,-0.6458333333333344,-6.9832402234637,"[""inference.ahc_threshold""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_13_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/a603e30e9d27b8c181fa7184b490fedad5c69e077da3d6279c1b201e52729436/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_5/run/workspace/exp_12_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_13_improve/artifacts/candidate_status.json
A-r4-i1,A,4,1,inference,success,8.93375,11.160833333333336,-1.9125000000000059,-20.67940169399899,"[""inference.ahc_threshold""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_15_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/ee02319bdca3e787a4307dd90e88d2f23105971a1a2bdfb164a55c1635f0750e/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_0/run/workspace/exp_13_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_15_improve/artifacts/candidate_status.json
A-r4-i2,A,4,2,inference,success,8.82125,9.59666666666667,-0.348333333333338,-3.76644440439724,"[""inference.ahc_threshold"", ""inference.segmentation_step""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_16_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/8754063942b3bda76c92f24fd916c641cc173e954ade1d38cec465ac1a86987a/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_1/run/workspace/exp_14_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_16_improve/artifacts/candidate_status.json
A-r4-i3,A,4,3,inference,boundary_error,,,,,"[""inference.clustering_method"", ""inference.Fa"", ""inference.Fb""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_17_improve,,,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_17_improve/artifacts/candidate_status.json
A-r4-i4,A,4,4,arch,success,8.8125,10.015833333333333,-0.767500000000003,-8.298792575238815,"[""architecture.dropout"", ""inference.ahc_threshold""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_18_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/931fdc9961d728a0fa76e6942911c20b63e33de4e3d3bb4166d0471844fced2e/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_candidate_holdout_snapshot_20260917_134433/worker_2/run/workspace/exp_2_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_18_improve/artifacts/candidate_status.json
A-r5-i1,A,5,1,inference,success,8.6675,9.818333333333335,-0.5700000000000038,-6.163272661740898,"[""inference.segmentation_step""]",/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_20_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/model_artifacts/8228688dfa925bc3b361ff8e97a8f52dd6f213fb4c36801d52f55d9a5201e09f/manifest.json,/shared/chaolei.liu/SURE-Evolve/runs/sd_all_candidates_holdout_20260917_200910/worker_0/run/workspace/exp_14_improve,/shared/chaolei.liu/SURE-Evolve/runs/sd_ablation_20260915_bf16_b48_v1/A/search/workspace/exp_20_improve/artifacts/candidate_status.json
